Indice  Estatus    Matricula  Apellido paterno     Apellido materno     Nombre               Edad  Genero    
341     ACTIVO     308790     LOPEZ                FERNANDEZ            MONSERRAT            34    MUJER     
342     ACTIVO     302694     CASTRO               COTA                 JAVIER               37    HOMBRE    
343     ACTIVO     326288     CASTILLO             MORA                 CAMILA               64    MUJER     
344     ACTIVO     320281     GARCIA               COTA                 JESUS                60    HOMBRE    
345     ACTIVO     321923     SILVA                FERNANDEZ            MONSERRAT            28    MUJER     
346     ACTIVO     314363     BENITEZ              DEL TORO             DAFNE                46    MUJER     
347     ACTIVO     302144     COTA                 DIAZ                 ESMERALDA            55    MUJER     
348     ACTIVO     301361     LOPEZ                ALVAREZ              FELIX                27    HOMBRE    
349     ACTIVO     328041     SANCHEZ              CASTRO               OLIVIA               25    MUJER     
350     ACTIVO     314029     DEL TORO             DUARTE               ESMERALDA            22    MUJER     
351     ACTIVO     310554     LOPEZ                SILVA                SOFIA                19    MUJER     
352     ACTIVO     311896     VERA                 LOPEZ                SOFIA                41    MUJER     
353     ACTIVO     301111     RODRIGUEZ            PEREZ                ERICK                70    HOMBRE    
354     ACTIVO     316291     CONTRERAS            COTA                 ALBERTO              70    HOMBRE    
355     ACTIVO     330487     CASTRO               PINEDA               MONSERRAT            29    MUJER     
356     ACTIVO     322448     RUIZ                 RUIZ                 ALICIA               41    MUJER     
357     ACTIVO     306865     DUARTE               DUARTE               DAFNE                47    MUJER     
358     ACTIVO     311259     DE LA FUENTE         CASTILLO             JOHAN                20    HOMBRE    
359     ACTIVO     303845     VERA                 HERNANDEZ            MARCO                40    HOMBRE    
360     ACTIVO     306414     DEL TORO             JUAREZ               JESUS                27    HOMBRE    
361     ACTIVO     307597     MORA                 PEREZ                VALERIA              62    MUJER     
362     ACTIVO     307941     GARCIA               DIAZ                 PABLO                43    HOMBRE    
363     ACTIVO     310949     COTA                 FLORES               ALICIA               26    MUJER     
364     ACTIVO     310046     DIAZ                 SANCHEZ              ALICIA               22    MUJER     
365     ACTIVO     315128     CONTRERAS            MARTINEZ             ALEXIA               48    MUJER     
366     ACTIVO     332581     RUIZ                 RUIZ                 DYLAN                44    HOMBRE    
367     ACTIVO     307756     ALVAREZ              BENITEZ              GINA                 60    MUJER     
368     ACTIVO     313566     ROJAS                CASTILLO             GERMAN               56    HOMBRE    
369     ACTIVO     302096     FERNANDEZ            RUIZ                 TERESA               59    MUJER     
370     ACTIVO     316404     FERNANDEZ            PINEDA               MANUEL               25    HOMBRE    
371     ACTIVO     309540     MORA                 DE LA FUENTE         BIANCA               22    MUJER     
372     ACTIVO     309376     MARTINEZ             ALVAREZ              OLIVER               44    HOMBRE    
373     ACTIVO     330345     PEREZ                SILVA                MONSERRAT            32    MUJER     
374     ACTIVO     331517     MORA                 QUISPE               GERMAN               41    HOMBRE    
375     ACTIVO     300138     RUIZ                 HERNANDEZ            GAEL                 61    HOMBRE    
376     ACTIVO     302443     JUAREZ               SANCHEZ              DYLAN                21    HOMBRE    
377     ACTIVO     306570     DEL TORO             COTA                 ADONIS               63    HOMBRE    
378     ACTIVO     323010     PEREZ                PEREZ                ALEJANDRA            48    MUJER     
379     ACTIVO     325519     GARCIA               ALVAREZ              IVAN                 59    HOMBRE    
380     ACTIVO     331161     FERNANDEZ            HERNANDEZ            ALICIA               42    MUJER     
381     ACTIVO     315503     GARCIA               DEL TORO             MANUEL               34    HOMBRE    
382     ACTIVO     320278     DEL TORO             FERNANDEZ            ALEXA                19    MUJER     
383     ACTIVO     312921     SILVA                DIAZ                 FERNANDA             49    MUJER     
384     ACTIVO     312088     FLORES               DEL TORO             PABLO                65    HOMBRE    
385     ACTIVO     318215     MORA                 FLORES               ERICK                65    HOMBRE    
386     ACTIVO     308386     BENITEZ              RODRIGUEZ            ADONIS               23    HOMBRE    
387     ACTIVO     303682     ROJAS                JUAREZ               MAGDALENA            43    MUJER     
388     ACTIVO     331146     LOPEZ                BENITEZ              HUGO                 24    HOMBRE    
389     ACTIVO     329653     MORA                 RODRIGUEZ            AMANDA               55    MUJER     
390     ACTIVO     316515     MARTINEZ             SILVA                YAEL                 27    HOMBRE    
391     ACTIVO     313334     PEREZ                MEJIA                HUGO                 26    HOMBRE    
392     ACTIVO     332711     MARTINEZ             MARTINEZ             FRANCISCO            46    HOMBRE    
393     ACTIVO     321745     QUISPE               CASTILLO             PAOLA                40    MUJER     
394     ACTIVO     330280     DEL TORO             ROJAS                ALEJANDRA            47    MUJER     
395     ACTIVO     310487     BENITEZ              MEJIA                IVAN                 66    HOMBRE    
396     ACTIVO     320696     MEJIA                ESPINOZA             MARIA                64    MUJER     
397     ACTIVO     310823     HERNANDEZ            DEL TORO             FERNANDA             25    MUJER     
398     ACTIVO     322839     DIAZ                 QUISPE               ADONIS               66    HOMBRE    
399     ACTIVO     314491     ANDRADE              GARCIA               SOFIA                35    MUJER     
400     ACTIVO     317981     RODRIGUEZ            CONTRERAS            OLIVER               30    HOMBRE    
401     ACTIVO     301685     ROJAS                ESPINOZA             JOHAN                53    HOMBRE    
402     ACTIVO     306471     PINEDA               DE LA FUENTE         PAOLA                24    MUJER     
403     ACTIVO     316970     RUIZ                 QUISPE               ISAAC                37    HOMBRE    
404     ACTIVO     313542     CASTILLO             FERNANDEZ            SOFIA                51    MUJER     
